userName,content,score
Ani Septiani,konyol mempersulit bukan mempermudag,1
erlina a,"ini gimana sihhhh tolong di perbaiki yaa masa mau log in nunggu kode verifikasi lewat nmr hp aja lama bangettt, ini mau mempermudah apa memperumit?, tujuan di buat apk sih harusnya untk mempermudah ya, tapi ini?",1
Yogi Nurfauzi,Aplikasi busuk. verif susah. OTP ga masuk,1
ninislestarina Aprilianingsih,ok,5
Adipatie Mhokeh,mudah mengaplikasikan nya,5
Sujiati Nganjuk,sangat mudah,5
Maria ose Marpaung,sangat bagus.,5
Rochani Putra,Ok,5
Wijaya Tasrif,"udh sampe 1000 kali data di cek, benar semua.. ehh malah gak bisa bisa daftar, apaan sih ini aplikasi gak jelas",5
Hadi Kurniawan,aplikasi payah . jangan Mao download. percuma GK bisa,1
Ida Rosida,semoga bermanfaat,5
Dio Pratama,luar biasa,5
Afri zal,sangat bagus dan membantu,5
infinix hot8sobri,"kacau min , code otp ga masuk melulu , tiap hari mau daftar code otp ga masuk²",1
Ansori Wijaya,"Aplikasi sampah, ngga dapet Kode OTP dicoba berkali-kali nungguin ratusan detik ngga guna diulang",1
Ahmad Rizal Hidayad Hidayad,"aplikasinya tidak memudahkan,masa ia kode Verifikasi untuk nomor handphone pembuatan akun jkn nya tidak pernah dikirimkan giliran kode untuk email lancar,mohon diperbaiki lagi sistem aplikasinya,asli tidak memudahkan tapi mempersulit pembuatan akun jkn,stuck di kode Verifikasi nomor handphone yang katanya wajib ada ini.",1
Herdi W,Aplikasi ini bikin malas petugas di FASKES saya sudah panik bawa anak sakit ke faskes1 sudah nunjukin kartu BPJS bukanya dilayani harus daftar online harus install dulu aplikasi. terus apa kerjaan mereka klo kita harus daftar sendiri bukanya langsung dilayani malah dikerjain. harusnya yg datang langsung dilayani bukanya disuruh daftar online setelah daftar onlih harus ke mereka juga melaporkan sudah daftar ...ribet amat orang mau priksa disuruh macem2 bagaimana klo ga punya hp....Pemalas!!!!,3
Yudhy Yarfi,"payah,payah,payah nih aplikasi",1
S.H. Latifah (Hamim),fasilitas pindah faskes mudah digunakan,5
Sebua Gaya,baik memuaskan,5
Atek123 Atek,aplikasi yg sangat membantu kita,5
rania calista,"mau daftarin akun gabisa mulu, jelek bgt",2
Cucu sri Rahayu,alhamdulilah,4
Abdul Ghofur,"ga jelasss mau verifikasi nomor hp malah tidak bisa, aplikasi apaan ini tolong diperbaiki",1
Diah Ayu,"aplikasi gk jelas, sering logout tiba², gk semua org tua hapal password dan NIK, nyusahin",1
Lambang Setianto,josjis,5
arkaa,"eror daftar g bisa bisa pulsa ada data ada hp ada tp g bisa,mang g bahaya tah klo pasien kritis",1
Sientje Lahade,sangat baik aplikasi,5
Dinda Herlina,aplikasi tololll kode sms kaga dikirim2,1
Nazriel Ilham,aplikasi mantap,5
Faul Iskandar,Bagus,5
slow ajah,udah coba beberapa kali tetep kode otp gada masuk lewat sms kalo lewat google masuk walaupun cukup lama,3
Raden Dianoradhi,Baguss!,5
lati Shaqiana,pindah poskes gampang,5
Diskanm diskanm,apk ampas kode otp selalu tidak masuk,1
Rahmat Hidayatulloh,subhanallah,5
chika hikaru,sangat membantu,5
Ahsan Atos,bagus sangat membantu,5
kaniaw,buruk,1
Muh Arief,gajelas ini masa kirim kode SMS otp ga muncul muncul,1
salim naufal,baik,5
Dani Sihabudin,lumayan bagus,4
Ratno Manggala,mudah dan langsung,5
DAILY ADIBA,GA USAH DOWNLOAD PERCUMA! MAU DAFTAR AJA GA BISA!,1
Zul Badri,mantap,5
Gian Libert,semoga selalu bisa membantu,5
Zidan Riskuna,kode otp nggak masuk,1
munafikah salak,bagus,5
Hanes Pro,"coba kalo verifikasi sms tuh kirim kodenya cepet jngn lama ini udh brapa menit g muncul muncul kode verifikasi nya ,gimana sih",5
Nofriana Inna,mantaplah,5
Achmad Farid,bagus,5
Riyan 123,cara daftarnya gmna ya,5
ROBERTedwin A.K,sangat berguna,5
Ali Imran,okk,5
Inah Lihayati,"Daftarin orng tua harus pakai verif muka udah lama gagal terus di ulang pas bisa, lanjut mau verif lewat SMS nggk masuk² kodenya pas mau masuk ke aplikasi harus ulang lagi dari awal padahal untuk verif muka orang tua itu susah banget padahal udh tahap masukin nomer,, benahin lagi apa aplikasinya biar gampang digunakan,, ngeselin bangetttt gagal terus..",1
Tiyas Sintya Anggraini,sangat membantu,5
Gusti Qurniawan,"aplikasi gak jelas, vermuk gagal terus, di poco x7 pro, kocak ni apk",1
Re No,cepat dan mudah di gunakan,5
Naufal Fadhilah,lebih cepat aksesnya,5
nona El,"apaan si kesel bngt minta kode otp no tlpn aja ga muncul² pake 4 no semua kek gtu Mulu sama aja ga muncul tu kode nya, kode google aja muncul ni kode nomor tlpn di tungguin sampe lebih 2x mna lama ga ada Mulu, tolong la jgn di persulit gini benerin kek gimna kek ..padahal mau daftar dan butuh bngttt🙂🙂",1
Zaky Stecu,stecu banget,1
Heti Handayani,mempermudah dalam segala hal,5
Muhammad Nur Wahyudi,Terimakasih,5
Wesle Rian,"sering keluar sendiri,padahal baru buka beberapa jam yg lalu,terus gak bisa daftar online juga,makin susah,gak usah ada apk ini kalo kyak gini,percuma banget,ini kalo ada -bintang udah gua bikin minus,apk busuk,ngabisin angaran doang",1
Carti 123,ok,5
Andri noviansyah,ok,5
TuanSirimbang Simbolon,lebih update lagi data nya,5
jeni maria ningsih,tidak bisa menerima notifikasi sms dan email,5
Pocco Bideng,APK SAMPAHHHH!!!!!,1
Rizkya Anggraeni,sangat mudah d pahami,5
Syahrukan Ganteng,"pulsa tidak cukup untuk menerima SMS dari bank, kenapa keluar notif itu terus setiap verifikasi, kode nya gak keluar. keluarnya itu terus",1
FIRLI YULIANTI,Sejauh ini oke,5
muhamad kosim,bagus,5
Irmina Veronica,"aplikasinya sering error ngga bisa login, nomor ktp dan password sudah sama, tapi tetap ngga bisa. bikin frustasi.",1
Dwi Nula,"tolong di perbaiki dong biar mudah daftarnya malah di persulit .. dikit"" eror parah loading masuk sampai sehari ngk jadi""",1
Yehezkiel Radhitya,Bagus,5
Priani Cantik,oke banget,5
rafan pratama,aplikasi gak guna kode otp udah 10 kali msih gak di kirim cepet mati aja ni aplikasi,1
Maruf Imamudin,"fitur verifikasi wajah nya susah banget anjir ga kena kena, padahal selalu ngikutin perintahnya",1
may safitri,aplikasi update terus ya...biar tambah bagus pelayanannya🥰,5
Faisal Ken,oke,5
ahmadi sulurone,"sangat bagus, memudahkan",5
CHOLiS _TaTo_,bagus,5
Clara and Mama,good,5
Ivink Cantik,"verifikasi nomer eror, beli nomer baru masih ga bisa, pake nomer yang lain katanya""masukan verifikasi ""tapi tidak ada SMS, mau anda gimana?",1
YASIR AKASE,trima kasih pelayanan terbaik,5
Sara Santule,"semoga semakin hari semakin baik,,,memudahkan peserta dalam berobat",5
Roni Niceguy,bagus cepat mantul,5
Hidayah Ahmad,alhamdulillah cukup mudah di gunakannya,5
Syifaul ssw,"mudah di akses, tersedia banyak fitur untuk mengurus persoalan BPJS agar tidak harus datang ke kantornya karena jarak yang jauh.",5
mamah ainun,"burukk sekali daftar juga susah, otp tidak ada, mempersulit, tidak ada fitur bantuan cs, jelekkk jelekkkkk",1
Buku Tulis,"aplikasinya bagus, sangat membantu",5
lusiana,"LAMA BANGET SMS OTP MASUK, PADAHAL SINYAL BAGUS GA ADA KENDALA MALAH DIPERSULIT KODE YANG GA MASUK MASUK. APK GA JELAS!",1
Anton,Bagus,5
Emay Fitriyani,"pelayanan bagus,cepat memuaskan",5
Nikiaku Miiko,pelayanan cukup baik,4
Baron Sudarno,keren,5
KIKI hd,bagus. tapi perlu ditingkatkan lagi.,5
sarii qahtan403,good,5
andi sahadewa,Sangat bagus,5
Nova Pramudita,bagus sangat membantu,5
yanti arif santoso,Knp gk bisa di download,5
Ahmad Suyatna54,sangat membantu apk jkn ini sangat bagus pelayanannya,5
KRETEEK,puas,5
dawam Ikfantoro,ribet,1
Muhamad Haballah,bagus,5
Arifrahmansyahputranasution Putra,pelayanan bagus,5
Ardian Thamhida,semoga manfaat,5
Rosidah,bagus,5
Lucky Tamara,sangat membantu,5
artan tyo,oke mantap,5
AYU QUEENO,"Udah pilih lupa pasword, tapi nunggu otpnya nggak di kirim2,suruh ulang lagi ulang lagi sampai habis plsa,semskin kesini kenapa semakin rumit.Tolong dipermudah lagi.... Kenapa banyak pertanyaan seperti ini tapi nggak satupun di jawab atau di respon?",5
Gea Frihara andriani,pelayanan bagus dan ramah,5
Van Derwick,ini kenapa mau login tidak bisa di proses,1
Ahmad Attok,"benar"" mengecewakan mahal"" bikin aplikasi tapi aplikasi belum siap dijalan kan saya mau verifikasi kode otp tapi kodenya tidak keluar udah ditunggu lama sama aja awalnya saya pikir cuma saya ternyata pengguna lain juga merasakannya",1
Adek Sibuea,bagus dan bermanfaat,5
Budi Prayitno,"HAL YG MUDAH MANUAL, SEKARANG JADI SULIT, COBA PIKIR !!! DAFTARIN YG LANSIA SUSAH VERIFIKASI WAJAH , DAH ITU KODE SMS GAK DI KIRIM KIRIM !!! KLO GAK MAMPU BIKIN APP TARIK AJA !",1
Budi Ardiansah,ga jelas anjir gw mau bayar aja susah alasannya nomor va salah gimana sih anjir ini aplikasi wkwkw emang ga bener,1
Muhajirin Hasan,"sandi benar no telfon aktif ada pulsa nya tetep ndak bisa,",1
A maulana,good job,5
Akun Baruku,trimakasih jkn ...sdh sangat membantuku dan klg.,5
Dian Andika Amy Dian,"jelek banget aplikasi ini... mau login selalu aja force closed.. sudah unisntal lalu instal ulang izin di centang semua,.. masih aja forced close... apa pengembang tidak bisa memperbaiki aplikasi ini???",1
Ricky Chandra,tdk tau ini aplikasi apa,1
Lenny Marliana,mantap,5
Herlyta Lyta,lumayan lah dan bintang 2 dulu ya,2
AhmadAidil _,"aplikasi tolol, nomor hp di gunakan peserta lain",1
Babang Andre,"tolong untuk kirim kode OTP jangan melalui SMS saja, kalau bisa melalui WhatsApp juga. terimakasih",1
Tari Tari,pelayanan sdh baik,5
Raja Agung,ok lah pokoknya mah,5
sutirman smi,baik dan membantu,3
Pery Pangkalan,harusnya aplikasi ini jauh lebih baik dari pada aplikasi lain.bukan 1jt orang saja yg mendownload aplikasi ini..bukan kah distiap aplikasi yg masuk ke palystor dapat uang untuk devlover nya..,1
Bang Aray,aplikasi udah di unduh pas minta kode verifikasi kok malah lewat SMS harus di permudah lewat Wa aja .mau berobat aja dipersulit..udah ikuti prosedur mau verifikasi malah otp lewat SMS harusnya lewat Wa.klo SMS orang udah ga di gunakan pake WhatsApp.. tolong di tindak lanjutin masalah aplikasi ini,1
Zaky Hamzah,Edit aplikasi agar ramah orang tua dan navigasi. Dibikin mudah saja. Terima kasih.,4
Adhi subkhan Subkhan,sangat membantu untuk pemeriksaan kesehatan...,5
Cahaya Ginting,susah login karena kode otp tidak terkirim,1
Budi Rahayu,"bapuk aplikasi nya ga bisa login, nik sudah benar password benar tapi ada notif pop up, permintaan belum bisa di proses",1
Hamsinah,cepat n mudah,5
Eva Fauziyah,"aplikasi ga jls. daftar login aja susah gmn mau bikni. tolong dong diperbaiki. tujuannya kan untuk mempermudah tapi gaada tuh mudah mudahnya. apk gajelassssss bikin emosi. udh bbrp kali instal uninstal ttp aja sama. aku kira error sekali duakali, eh masih bgtu aja brrti emng apk nya yg gajelassss.",1
Zul Andika,sangat membantu,5
Raka Dandi,bagus,5
Ojha 074,sangat membantu,5
ka suy 004,sekarang app nya udh bagus bgt,5
Andiecool,kocak,1
Sulis BGN,bagus untuk era modern,5
Mey Mey2524,baru mau daftar ga bisa kirim otp lewat nomor hp gimana sih?,1
Ruly Maulana,"Oke baik,",4
Abwabun Arba (Gon Myers),"aplikasi gak berjalan di hp root, lah hp dari awal beli lagak pernah diutak atik, apalagi diroot",1
Akang Mull,sangat puas,5
Aj Jay,sangatlah membantu,5
Yozabad bagas ady kristianto,memudahkan tidak perlu ke kantor,5
Mashdan Terate,admin ngantuk! gimana mau daftar otp aja ga dikirim² udh nunggu 2 jam!,3
ahmad,Alhamdulillah aplikasi ini cukup efektif,5
Alipo Usman,sangat membatu,5
Achyth Qadri,Nice,4
Deri Nurdiansah,like is the best,5
Siti Aisyah,bagusss dan cepat sekali pelayanannya 👍😊,5
Haris Manufandu,kamera buat verifikasinya gangguan jelek,1
Galih Putra,good,5
Agus Sukarno Putra,tidak bisa ngambil antrian di jkn... kecewa...,3
Rizkha Umami (Ika),"selama ada mobile jadi semua mudah baik perpindahan faskes, daftar online dll nya... ga lama antri jadi nya... mohon terus di perbaiki untuk yg di desa2",5
Serim Mires,"Gimana yahh... setelah saya liat komentar yang lain terkait pengiriman notif kode OTP SMS yang tidak terkirim banyak juga yah kendala nya tolong ini di perbaiki ya,.. soalnya saya sudah 7/10 kali mencoba ttp tidak ad notif yang masuk di SMS saya kalo ini terkendala sinyal Maaf deh.. ya Sinyal sy full wifi juga Sinyal bagus bagus saja di pake internet maupun nonton YouTube... tolong yah segera di perbaiki Mengecewakan,...",1
Siti Aristantiya,mempermudah untuk daftar ke faskes pertama tanpa harus antri panjang. bisa di sesuaikan waktu nya,5
Anto Ojenk,mantag,4
Muntasir MM,kode otp gak di kirim² udah sehari semalam,1
Iqbal Syawaludin,sangat membantu,5
Herman Bagaskara,Sangat membantu,5
Muhamad Madun,menjadi cepat pelayanan nya,5
Wahid Anggoro,mau daftar anterian aja muter2 teross. rakyate karo dipikir bos ojo duite tok,1
Jalil Mpm Kebonsari Jember,terimakasih sangat membantu,5
Dani Elman,login sebanyak-banyaknya ttp gk bisa masuk 😡,1
Siti amanda Sari,gabisa dapet kode otp Mulu.,2
hermawan,pokoknya bagus deh,5
Rahmad 1969,"BPJS sy ditangguhkan karena kesalahan data dari Kemensos,yang menganggap saya anggota TNI/Polri/ASN/Anggota Dewan....padahal saya warga sipil biasa.....",5
Indra Lesmana,👍👍👍,5
Jufri Saputra,"Terimakasih aplikasi ini, sangat membantu masyarakat, Terimakasih untuk seluruh pemerintah, yang terkait 🙏🙏🙏",5
Johnny Souhuwat,Bisa terkontrol kesehatan saya,5
HAMPALA,"percuma ada aplikasi mau daptar cek up aja ga bisa bisa padahal dah ada surat rujukan, dari 4 hari sebelum rujukan reservasi udah penuh sama aja bohong ada aplikasi, singkronisasi sama rumah sakit nya ga kongkrit",1
Ricki Albert Zai,the best.,5
RUMIYANTO OFFICIAL,aplikasi kagak jelas mau login aja susah,1
Gusti Anugrah,ok bngt,5
Resi Bura Tasik,mudah di akses,5
Agus Edy frimsa,bgus bnget,5
Fajar H,mudah aplikasi dan membantu,5
MHD farhN,"ka tolong,kenala kode otp dari nomer telepon gk ada ya kak,gak di kirim kirm",5
Pringsewu Shop,ok,5
dana santy,"jeleqq banegt sihhh sistemnya.... ini nunggu OTP kaga kekirim"" hihhh sebel banget. dibenahi donggg aduhhhh...",1
priti yasa,baik sekali,5
Fatmah Wati,mudah dan cepat,5
MEL TEFTAE,Aplikasi Mobile JKN sangat bagus dan memuaskan,5
ARSIP KENANGAN,aplikasi yang sangat² bermanfaat,5
Wawan Gunawan,JKN sangat bagus pokonya kren,5
Ard Muscle,aplikasi tolol dibilang salah mulu input ktp sampe terblokir padahal udah benar nomor ktpnya!!!!,1
Astro,sangat mudah digunakan,5
layang singit,top,5
Gunadi Genju,sangat bermanfaat,5
bambang setyadi,Apps JKN sangat Bagus dan sangat membantu untuk pendaftaran kesehatan BPJS,5
Ikah atikah,agak lemot ketika masuk aplikasi,5
ahmed inyong,bagus tapi kurang cepat tanggap denda sudah di bayar tpi sya cek Masih dalam masa denda,5
safrudin muslih,bagus,5
Naufal Al Ghifari,Aplikasi Goblokkk,1
Syaiful سيف,aksesnya semangkin mudah,5
Hasmi,bagus,5
Rianah Ria,alamat nya suka ganti sendiri aneh,5
Nadia Apriliana,ga bisa daftar login juga ga bisa,1
Siti Asyifah,baguss,5
Salman Saladin,"aplikasi tidak bisa di buka. sering error,bug, force close terus. keluar sendiri. tolong mohon di perbaiki ya ke depannya. terimakasih",1
Catur Pamungkas,TOP,5
manakoLIM,RIBET,1
Imam Fakhrullah,aplikasi nya rusak ini,2
Abdul Muis,"KLO aplikasi tidak terpakai, harus Selalu terus Daftar ulang, Daftar ulangnya Ribet... orang sakit di kasi bangun untuk verifikasi muka... jadi ini aplikasi untuk selalu kita Sakit, agar tidak daftar ulang lagi? faaahhh...",1
Rozi Saputra,kurang paham cara gunakan nya,5
Widi Wiharja,"bagus,mantap",5
deni santoso,mantap,4
Yogi Darmawan,top,5
Aziz Saputra,keren,5
Iebieh Iebieh,agak ribet,4
Rendi Anto,baik,5
Armita Fitri Yenti,sangat bermanfaat,5
Derri Wirawan,mau ubah no aja susahnya minta ampun,1
Ayah Gibran,samgaattt baikk dan membantu sekali,5
M Fachmi Irawan,mau masuk aja susah amat verifikasi udah tapi gak ada masuk di SMS udh 2 nomor ni,2
Lila New,bagus sangat bermanfaat,4
Wawan wan,"kenapa yaa apa2 yg berbau pemerintah bawaan nya gw dah ga percaya aj , ternyata bner .. cek no hp blom terdaftar , pas daftar verifikasi wajah , ga bisa2 .. pdahal cahaya terang Poto jernih muka udh di dlem kotak ga ngedip ga bergerak TPI ada 10 menit gda pengaruh apa2..",1
Meylanie 86,"kenapa siih aplikasi ini, tiba-tiba Log out,, bagian mau Log in masukin NIK udah bner dibilang Nik nya salah 🤦🏻‍♀️🤦🏻‍♀️ tolong dong diperbaiki lagii sistem nya",5
abdy yanoe,mudah & praktis,5
Wahyu firmansyah Hatam,sangat bagus,5
edi budi s,Aplikasi mudah dan sangat membantu,5
Muhammad Yusuf,gile dari 2023 coba daftar sampe sekarang masih gagal,1
Muhammad Indra,sangat membantu,5
Fitriany Chenk2,lumayanlah.. tingkatkan terus aplikasinya,5
lira Khoerunisa,serper ngleg captcha muter² sinyal bagus,2
gowes cape,daftar selalu gagal Permintaan Sedang diproses tapi belum juga di terima sudah 1 tahun tolong diperbaiki developer 😡😡😡,1
roito sihotang,baik,5
Sitompul Tinaruan,"sangat mambantu,,trimakasi banyak",5
aries,bagusss,5
Nala Aljedr,Oke punya,5
Jamiun Gajah,sangat puas,5
Irfan Hakim,aplikasi ini sangat bermanfaat bagi peserta,5
Nova yoana Putra,mantap,5
Wahyu Catur,memudahkan untuk kontrol,5
srikandi cantik22,Aplikasi gak jelas banyak bug dan juga mempersulit waktu mau daftar,1
Arya Duta,mudah dan cepat...,5
sartiana (Atika),aplikasinya mudah dipakai dan dipahami responnya juga cepat,5
Elsa Meilani,"Apaan si mau kirim kode OTP kok ga bisa bisa, udah ke berapa kali ini, nunggu gaada nunggu gaada. sialan bangett. katanya kirim OTP dikenakan biaya, udah berapa duit ini hah, beberapa kali ngirim. tolong dong perbaiki, ga ngerti.",1
Erwin Prasetyo,"Akses mudah, tampilan UI juga mudah dipahami. hanya saja terkadang koneksi internet terputus, mohon diperbaiki masalah koneksinya. Terima kasih",5
diyani wulansari,mempermudah,5
wahyu purwanto,registrasi sulit saat menuggu kode dari sms kode verifikasi,1
Roly Halima,luar biasa,5
Faisal Azmi,Aplikasi gaguna,1
Diki,ok mntap,5
Barat Asyekk,aman,5
Ari Wibowo,memudahkan pas berobat,5
umi olif,"pendaftaran antrian online selalu gagal, alasan offline tidak ada koneksi internet padahal di coba buat skrining online, log out sama log in bisa udah di coba pakai kuota data sama wifi pun tetep sama tiap kali pendaftaran antrian online selalu gagal, padahal aplikasi terkoneksi internet. Payah",1
Syakira Zizah,good,5
Pieter Wibowo,oke,5
Ilham Alhasby15,app dongo org sakit disuruh verif muka ribet bgt,1
sunaryo sitapen,terimakasih sangat puas dan menyenangkan semua pelayanan,5
A7R Wawa,"Aplikasi yg bikin ribet,,mau daftar aja gak bisa.Padahal baru pertama daftar,malah no.hp sdh terdaftar peserta lain. 👹. Buat apa Pakai apk,kalo ujung²nya hrs ke RS tujuan dulu. Apk terburuk yg ada di Ps👎",1
M Njamang Njamang,membantu,3
Kris Dwi yudha,good,5
Ricardo Jeremia,kode otp sms tidak masuk,1
Darsini Darsini,jkn sangat membantu sekli buat saya ega perlu hrs mengantri lama2 di rmh sakit tinggal dateng aja uda langsung panggilan masuk karena sebelum nya uda daftar dluaan di onlin,5
asfie,"🙏 sangat membantu , terimakasih JKN 🙏🙏",5
cayaaa Sahar,cukup membantu,4
Maidil Adha,sangat bagus,5
Yasir Nasrudin,bagus mantap,5
ALBERT PARDEDE,"aplikasi tidak user friendly, untuk masuk dibatasi 3 user jika login dengan 3 user lebih tidak bisa masuk dan tidak ada penyelesaian di aplikasi. apakah aplikasi niat untuk digunakan masyarakat atau tidak",2
Anto Suryanto,Gak ada aplikasi pemerintah yang bagus,1
Herfada,"kenapaa di waktu verivikasi muka malah ga bisa sih?????,klau gitu gmn mau terdaftar",4
Sulis,sangat membantu,5
Rido Setiawan,Semoga bermanfaat & selalu Amanah.,5
Juwen,ini jkn gmna si no antrian pake aplikasi tpi gak bisa di screenshot,5
yoga Tri,"mau daftar buat control lnjttan gk bs app y gk mnjmin mlh dilmpar sono sini,klo bkin app yg up to date lh yg gmpng dphmi sm pngguna y,jgn mlh bkin ksel mlu antara sever sm pngguna",1
Rismon Sianipar,Aplikasinya sangat busuk. mau minta otp aja gak bisa2. sangat mempersulit orang. aplikasi busuk.,1
